n,character,pinyin
1239,眉毛,méimao
1240,煤炭,méitàn
1241,每,měi
1242,美丽,měilì
1243,美术,měishù
1244,魅力,mèilì
1245,妹妹,mèimei
1246,门,mén
1247,梦,mèng
1248,迷路,mílù
1249,谜语,míyǔ
1250,米,mǐ
1251,米饭,mǐfàn
1252,蜜蜂,mìfēng
1253,密码,mìmǎ
1254,密切,mìqiè
1255,秘密,mìmì
1256,秘书,mìshū
1257,棉花,miánhua
1258,免费,miǎnfèi
1259,面包,miànbāo
1260,面对,miànduì
1261,面积,miànjī
1262,面临,miànlín
1263,面条,miàntiáo
1264,苗条,miáotiao
1265,描写,miáoxiě
1266,秒,miǎo
1267,民主,mínzhǔ
1268,民族,mínzú
1269,明白,míngbai
1270,明确,míngquè
1271,明天,míngtiān
1272,明显,míngxiǎn
1273,明信片,míngxìnpiàn
1274,明星,míngxīng
1275,名牌,míngpái
1276,名片,míngpiàn
1277,名胜古迹,míngshèng gǔjì
1278,名字,míngzi
1279,命令,mìnglìng
1280,命运,mìngyùn
1281,摸,mō
1282,模仿,mófǎng
1283,模糊,móhu
1284,摩托车,mótuōchē
1285,陌生,mòshēng
1286,某,mǒu
1287,母亲,mǔqīn
1288,目标,mùbiāo
1289,目的,mùdì
1290,目录,mùlù
1291,目前,mùqián
1292,木头,mùtou
1293,拿,ná
1294,哪（哪儿）,nǎ (nǎr)
1295,哪怕,nǎpà
1296,那（那儿）,nà (nàr)
1297,奶奶,nǎinai
1298,耐心,nàixīn
1299,南,nán
1300,难,nán
1301,难道,nándào
1302,难怪,nánguài
1303,难过,nánguò
1304,难看,nánkàn
1305,难受,nánshòu
1306,男人,nánrén
1307,脑袋,nǎodai
1308,呢,ne
1309,内,nèi
1310,内科,nèikē
1311,内容,nèiróng
1312,嫩,nèn
1313,能,néng
1314,能干,nénggàn
1315,能力,nénglì
1316,能源,néngyuán
1317,你,nǐ
1318,年,nián
1319,年代,niándài
1320,年级,niánjí
1321,年纪,niánjì
1322,年龄,niánlíng
1323,年轻,niánqīng
1324,念,niàn
1325,鸟,niǎo
1326,您,nín
1327,宁可,nìngkě
1328,牛奶,niúnǎi
1329,牛仔裤,niúzǎikù
1330,浓,nóng
1331,农村,nóngcūn
1332,农民,nóngmín
1333,农业,nóngyè
1334,弄,nòng
1335,努力,nǔlì
1336,暖和,nuǎnhuo
1337,女儿,nǚ'ér
1338,女人,nǚrén
1339,女士,nǚshì
1340,偶尔,ǒu'ěr
1341,偶然,ǒurán
1342,爬山,páshān
1343,拍,pāi
1344,排队,páiduì
1345,排列,páiliè
1346,排球,páiqiú
1347,派,pài
1348,盘子,pánzi
1349,判断,pànduàn
1350,盼望,pànwàng
1351,旁边,pángbiān
1352,胖,pàng
1353,跑步,pǎobù
1354,陪,péi
1355,赔偿,péicháng
1356,培养,péiyǎng
1357,佩服,pèifu
1358,配合,pèihé
1359,盆,pén
1360,朋友,péngyou
1361,碰见,pèngjiàn
1362,披,pī
1363,批,pī
1364,批评,pīpíng
1365,批准,pīzhǔn
1366,皮肤,pífū
1367,皮鞋,píxié
1368,啤酒,píjiǔ
1369,疲劳,píláo
1370,脾气,píqi
1371,匹,pǐ
1372,篇,piān
1373,便宜,piányi
1374,骗,piàn
1375,片,piàn
1376,片面,piànmiàn
1377,飘,piāo
1378,票,piào
1379,漂亮,piàoliang
1380,频道,píndào
1381,品种,pǐnzhǒng
1382,乒乓球,pīngpāngqiú
1383,凭,píng
1384,平,píng
1385,平常,píngcháng
1386,平等,píngděng
1387,平方,píngfāng
1388,平衡,pínghéng
1389,平静,píngjìng
1390,平均,píngjūn
1391,平时,píngshí
1392,苹果,píngguǒ
1393,评价,píngjià
1394,瓶子,píngzi
1395,破,pò
1396,破产,pòchǎn
1397,破坏,pòhuài
1398,迫切,pòqiè
1399,葡萄,pútao
1400,普遍,pǔbiàn
1401,普通话,pǔtōnghuà
1402,朴素,pǔsù
1403,七,qī
1404,期待,qīdài
1405,期间,qījiān
1406,妻子,qīzi
1407,骑,qí
1408,其次,qícì
1409,其实,qíshí
1410,其他,qítā
1411,其余,qíyú
1412,其中,qízhōng
1413,奇怪,qíguài
1414,奇迹,qíjì
1415,起床,qǐchuáng
1416,起飞,qǐfēi
1417,起来,qǐlái
1418,启发,qǐfā
1419,企图,qǐtú
1420,企业,qǐyè
1421,气氛,qìfēn
1422,气候,qìhòu
1423,汽油,qìyóu
1424,牵,qiān
1425,千,qiān
1426,千万,qiānwàn
1427,铅笔,qiānbǐ
1428,谦虚,qiānxū
1429,签证,qiānzhèng
1430,签字,qiānzì
1431,钱,qián
1432,前面,qiánmiàn
1433,前途,qiántú
1434,浅,qiǎn
1435,欠,qiàn
1436,枪,qiāng
1437,墙,qiáng
1438,强调,qiángdiào
1439,强烈,qiángliè
1440,抢,qiǎng
1441,敲,qiāo
1442,悄悄,qiāoqiāo
1443,桥,qiáo
1444,瞧,qiáo
1445,巧克力,qiǎokèlì
1446,巧妙,qiǎomiào
1447,切,qiē
1448,亲爱,qīn'ài
1449,亲戚,qīnqi
1450,亲切,qīnqiè
1451,亲自,qīnzì
1452,侵略,qīnlüè
1453,勤奋,qínfèn
1454,勤劳,qínláo
1455,青,qīng
1456,青春,qīngchūn
1457,青少年,qīngshàonián
1458,轻,qīng
1459,轻视,qīngshì
1460,轻松,qīngsōng
1461,清楚,qīngchu
1462,清淡,qīngdàn
1463,晴,qíng
1464,情景,qíngjǐng
1465,情况,qíngkuàng
1466,情绪,qíngxù
1467,请,qǐng
1468,请假,qǐngjià
1469,请客,qǐngkè
1470,请求,qǐngqiú
1471,庆祝,qìngzhù
1472,穷,qióng
1473,秋,qiū
1474,球迷,qiúmí
1475,区别,qūbié
1476,趋势,qūshì
1477,娶,qǔ
1478,取,qǔ
1479,取消,qǔxiāo
1480,去,qù
1481,去年,qùnián
1482,去世,qùshì
1483,圈,quān
1484,全部,quánbù
1485,全面,quánmiàn
1486,权力,quánlì
1487,权利,quánlì
1488,劝,quàn
1489,缺点,quēdiǎn
1490,缺乏,quēfá
1491,缺少,quēshǎo
1492,却,què
1493,确定,quèdìng
1494,确认,quèrèn
1495,确实,quèshí
1496,群,qún
1497,裙子,qúnzi
1498,然而,rán'ér
1499,然后,ránhòu
1500,燃烧,ránshāo
1501,嚷,rǎng
1502,让,ràng
1503,绕,rào
1504,热,rè
1505,热爱,rè'ài
1506,热烈,rèliè
1507,热闹,rènao
1508,热情,rèqíng
1509,热心,rèxīn
1510,人,rén
1511,人才,réncái
1512,人口,rénkǒu
1513,人类,rénlèi
1514,人民币,rénmínbì
1515,人生,rénshēng
1516,人事,rénshì
1517,人物,rénwù
1518,人员,rényuán
1519,忍不住,rěnbuzhù
1520,任何,rènhé
1521,任务,rènwu
1522,认识,rènshi
1523,认为,rènwéi
1524,认真,rènzhēn
1525,扔,rēng
1526,仍然,réngrán
1527,日,rì
1528,日常,rìcháng
1529,日程,rìchéng
1530,日记,rìjì
1531,日历,rìlì
1532,日期,rìqī
1533,日用品,rìyòngpǐn
1534,融化,rónghuà
1535,荣幸,róngxìng
1536,荣誉,róngyù
1537,容易,róngyì
1538,如果,rúguǒ
1539,如何,rúhé
1540,如今,rújīn
1541,入口,rùkǒu
1542,软,ruǎn
1543,软件,ruǎnjiàn
1544,弱,ruò
1545,洒,sǎ
1546,三,sān
1547,伞,sǎn
1548,散步,sànbù
1549,嗓子,sǎngzi
1550,森林,sēnlín
1551,杀,shā
1552,沙发,shāfā
1553,沙漠,shāmò
1554,沙滩,shātān
1555,傻,shǎ
1556,晒,shài
1557,删除,shānchú
1558,闪电,shǎndiàn
1559,善良,shànliáng
1560,善于,shànyú
1561,扇子,shànzi
1562,商店,shāngdiàn
1563,商量,shāngliang
1564,商品,shāngpǐn
1565,商业,shāngyè
1566,伤心,shāngxīn
1567,上,shàng
1568,上班,shàngbān
1569,上当,shàngdàng
1570,上网,shàngwǎng
1571,上午,shàngwǔ
1572,稍微,shāowēi
1573,勺子,sháozi
1574,少,shǎo
1575,蛇,shé
1576,舌头,shétou
1577,舍不得,shěbude
1578,设备,shèbèi
1579,设计,shèjì
1580,设施,shèshī
1581,社会,shèhuì
1582,射击,shèjī
1583,摄影,shèyǐng
1584,谁,shéi
1585,伸,shēn
1586,深,shēn
1587,深刻,shēnkè
1588,身材,shēncái
1589,身份,shēnfèn
1590,身体,shēntǐ
1591,申请,shēnqǐng
1592,神话,shénhuà
1593,神经,shénjīng
1594,神秘,shénmì
1595,什么,shénme
1596,甚至,shènzhì
1597,升,shēng
1598,生病,shēngbìng
1599,生产,shēngchǎn
1600,生动,shēngdòng
1601,生活,shēnghuó
1602,生命,shēngmìng
1603,生气,shēngqì
1604,生日,shēngrì
1605,声调,shēngdiào
1606,声音,shēngyīn
1607,绳子,shéngzi
1608,省,shěng
1609,省略,shěnglüè
1610,剩,shèng
1611,胜利,shènglì
1612,诗,shī
1613,失败,shībài
1614,失眠,shīmián
1615,失去,shīqù
1616,失望,shīwàng
1617,失业,shīyè
1618,师傅,shīfu
1619,湿润,shīrùn
1620,狮子,shīzi
1621,十,shí
1622,十分,shífēn
1623,时代,shídài
1624,时候,shíhou
1625,时间,shíjiān
1626,时刻,shíkè
1627,时髦,shímáo
1628,时期,shíqī
1629,时尚,shíshàng
1630,实话,shíhuà
1631,实际,shíjì
1632,实践,shíjiàn
1633,实习,shíxí
1634,实现,shíxiàn
1635,实行,shíxíng
1636,实验,shíyàn
1637,实用,shíyòng
1638,实在,shízài
1639,食品,shípǐn
1640,食物,shíwù
1641,石头,shítou
1642,使,shǐ
1643,使劲儿,shǐjìnr
1644,使用,shǐyòng
1645,始终,shǐzhōng
1646,是,shì
1647,是否,shìfǒu
1648,试,shì
1649,试卷,shìjuàn
1650,士兵,shìbīng
1651,市场,shìchǎng
1652,似的,shìde
1653,适合,shìhé
1654,适应,shìyìng
1655,世纪,shìjì
1656,世界,shìjiè
1657,事情,shìqing
1658,事实,shìshí
1659,事物,shìwù
1660,事先,shìxiān
1661,收,shōu
1662,收获,shōuhuò
1663,收据,shōujù
1664,收入,shōurù
1665,收拾,shōushi
1666,手表,shǒubiǎo
1667,手工,shǒugōng
1668,手机,shǒujī
1669,手术,shǒushù
1670,手套,shǒutào
1671,手续,shǒuxù
1672,手指,shǒuzhǐ
1673,首都,shǒudū
1674,首先,shǒuxiān
1675,瘦,shòu
1676,受不了,shòubuliǎo
1677,受到,shòudào
1678,受伤,shòushāng
1679,售货员,shòuhuòyuán
1680,寿命,shòumìng
1681,书,shū
1682,书架,shūjià
1683,输,shū
1684,输入,shūrù
1685,蔬菜,shūcài
1686,舒服,shūfu
1687,舒适,shūshì
1688,叔叔,shūshu
1689,梳子,shūzi
1690,熟练,shúliàn
1691,熟悉,shúxī
1692,鼠标,shǔbiāo
1693,属于,shǔyú
1694,树,shù
1695,数据,shùjù
1696,数量,shùliàng
1697,数码,shùmǎ
1698,数学,shùxué
1699,数字,shùzì
1700,刷牙,shuā yá
1701,摔,shuāi
1702,甩,shuǎi
1703,帅,shuài
1704,双,shuāng
1705,双方,shuāngfāng
1706,水,shuǐ
1707,水果,shuǐguǒ
1708,水平,shuǐpíng
1709,税,shuì
1710,睡觉,shuìjiào
1711,顺便,shùnbiàn
1712,顺利,shùnlì
1713,顺序,shùnxù
1714,说不定,shuōbudìng
1715,说服,shuōfú
1716,说话,shuōhuà
1717,说明,shuōmíng
1718,硕士,shuòshì
1719,撕,sī
1720,丝绸,sīchóu
1721,丝毫,sīháo
1722,司机,sījī
1723,思考,sīkǎo
1724,思想,sīxiǎng
1725,私人,sīrén
1726,死,sǐ
1727,四,sì
1728,似乎,sìhū
1729,寺庙,sìmiào
1730,送,sòng
1731,速度,sùdù
1732,塑料袋,sùliàodài
1733,宿舍,sùshè
1734,酸,suān
1735,算,suàn
1736,虽然,suīrán
1737,随便,suíbiàn
1738,随时,suíshí
1739,随着,suízhe
1740,岁,suì
1741,碎,suì
1742,孙子,sūnzi
1743,损失,sǔnshī
1744,缩短,suōduǎn
1745,缩小,suōxiǎo
1746,锁,suǒ
1747,所,suǒ
1748,所谓,suǒwèi
1749,所以,suǒyǐ
1750,所有,suǒyǒu
1751,他,tā
1752,她,tā
1753,它,tā
1754,塔,tǎ
1755,抬,tái
1756,台,tái
1757,台阶,táijiē
1758,太,tài
1759,太极拳,tàijíquán
1760,太太,tàitai
1761,太阳,tàiyáng
1762,态度,tàidu
1763,谈,tán
1764,谈判,tánpàn
1765,弹钢琴,tán gāngqín
1766,坦率,tǎnshuài
1767,汤,tāng
1768,糖,táng
1769,躺,tǎng
1770,烫,tàng
1771,趟,tàng
1772,桃,táo
1773,逃,táo
1774,逃避,táobì
1775,讨论,tǎolùn
1776,讨厌,tǎoyàn
1777,套,tào
1778,特别,tèbié
1779,特点,tèdiǎn
1780,特殊,tèshū
1781,特意,tèyì
1782,特征,tèzhēng
1783,疼,téng
1784,疼爱,téng'ài
1785,踢足球,tī zúqiú
1786,提,tí
1787,提倡,tíchàng
1788,提纲,tígāng
1789,提高,tígāo
1790,提供,tígōng
1791,提前,tíqián
1792,提问,tíwèn
1793,提醒,tíxǐng
1794,题,tí
1795,题目,tímù
1796,体会,tǐhuì
1797,体积,tǐjī
1798,体贴,tǐtiē
1799,体现,tǐxiàn
1800,体验,tǐyàn
1801,体育,tǐyù
1802,天空,tiānkōng
1803,天气,tiānqì
1804,天真,tiānzhēn
1805,甜,tián
1806,填空,tiánkòng
1807,田野,tiányě
1808,条,tiáo
1809,条件,tiáojiàn
1810,调皮,tiáopí
1811,调整,tiáozhěng
1812,挑战,tiǎozhàn
1813,跳舞,tiàowǔ
1814,听,tīng
1815,停止,tíngzhǐ
1816,挺,tǐng
1817,通常,tōngcháng
1818,通过,tōngguò
1819,通讯,tōngxùn
1820,通知,tōngzhī
1821,铜,tóng
1822,同情,tóngqíng
1823,同时,tóngshí
1824,同事,tóngshì
1825,同学,tóngxué
1826,同意,tóngyì
1827,统一,tǒngyī
1828,统治,tǒngzhì
1829,痛苦,tòngkǔ
1830,痛快,tòngkuài
1831,头发,tóufa
1832,投资,tóuzī
1833,透明,tòumíng
1834,突出,tūchū
1835,突然,tūrán
1836,图书馆,túshūguǎn
1837,土地,tǔdì
1838,土豆,tǔdòu
1839,吐,tù
1840,兔子,tùzi
1841,团,tuán
1842,推,tuī
1843,推迟,tuīchí
1844,推辞,tuīcí
1845,推广,tuīguǎng
1846,推荐,tuījiàn
1847,腿,tuǐ
1848,退,tuì
1849,退步,tuìbù
1850,退休,tuìxiū
1851,脱,tuō
1852,袜子,wàzi
1853,歪,wāi
1854,外,wài
1855,外交,wàijiāo
1856,弯,wān
1857,完,wán
1858,完成,wánchéng
1859,完美,wánměi
1860,完全,wánquán
1861,完善,wánshàn
1862,完整,wánzhěng
1863,玩,wán
1864,玩具,wánjù
1865,碗,wǎn
1866,晚上,wǎnshang
1867,万,wàn
1868,万一,wànyī
1869,王子,wángzǐ
1870,往,wǎng
1871,往返,wǎngfǎn
1872,往往,wǎngwǎng
1873,网球,wǎngqiú
1874,网站,wǎngzhàn
1875,忘记,wàngjì
1876,危害,wēihài
1877,危险,wēixiǎn
1878,微笑,wēixiào
1879,威胁,wēixié
1880,违反,wéifǎn
1881,维护,wéihù
1882,围巾,wéijīn
1883,围绕,wéirào
1884,唯一,wéiyī
1885,尾巴,wěiba
1886,伟大,wěidà
1887,委屈,wěiqu
1888,委托,wěituō
1889,喂,wèi
1890,胃,wèi
1891,为,wèi
1892,为了,wèile
1893,为什么,wèi shénme
1894,位,wèi
1895,位置,wèizhì
1896,未必,wèibì
1897,未来,wèilái
1898,味道,wèidào
1899,卫生间,wèishēngjiān
1900,温度,wēndù
1901,温暖,wēnnuǎn
1902,温柔,wēnróu
1903,闻,wén
1904,文化,wénhuà
1905,文件,wénjiàn
1906,文具,wénjù
1907,文明,wénmíng
1908,文学,wénxué
1909,文章,wénzhāng
1910,吻,wěn
1911,稳定,wěndìng
1912,问,wèn
1913,问候,wènhòu
1914,问题,wèntí
1915,我,wǒ
1916,我们,wǒmen
1917,卧室,wòshì
1918,握手,wòshǒu
1919,污染,wūrǎn
1920,屋子,wūzi
1921,无,wú
1922,无聊,wúliáo
1923,无论,wúlùn
1924,无奈,wúnài
1925,无数,wúshù
1926,五,wǔ
1927,武器,wǔqì
1928,武术,wǔshù
1929,雾,wù
1930,误会,wùhuì
1931,物理,wùlǐ
1932,物质,wùzhì
1933,西,xī
1934,西瓜,xīguā
1935,西红柿,xīhóngshì
1936,吸收,xīshōu
1937,吸引,xīyǐn
1938,希望,xīwàng
1939,习惯,xíguàn
1940,洗,xǐ
1941,洗手间,xǐshǒujiān
1942,洗衣机,xǐyījī
1943,洗澡,xǐzǎo
1944,喜欢,xǐhuan
1945,系,xì
1946,系统,xìtǒng
1947,细节,xìjié
1948,戏剧,xìjù
1949,瞎,xiā
1950,吓,xià
1951,夏,xià
1952,下,xià
1953,下午,xiàwǔ
1954,下雨,xià yǔ
1955,下载,xiàzài
1956,先,xiān
1957,先生,xiānsheng
1958,鲜艳,xiānyàn
1959,咸,xián
1960,显得,xiǎnde
1961,显然,xiǎnrán
1962,显示,xiǎnshì
1963,县,xiàn
1964,现代,xiàndài
1965,现金,xiànjīn
1966,现实,xiànshí
1967,现象,xiànxiàng
1968,现在,xiànzài
1969,羡慕,xiànmù
1970,限制,xiànzhì
1971,香,xiāng
1972,香蕉,xiāngjiāo
1973,相处,xiāngchǔ
1974,相当,xiāngdāng
1975,相对,xiāngduì
1976,相反,xiāngfǎn
1977,相关,xiāngguān
1978,相似,xiāngsì
1979,相同,xiāngtóng
1980,相信,xiāngxìn
1981,详细,xiángxì
1982,响,xiǎng
1983,想,xiǎng
1984,想念,xiǎngniàn
1985,想象,xiǎngxiàng
1986,享受,xiǎngshòu
1987,向,xiàng
1988,像,xiàng
1989,项,xiàng
1990,项链,xiàngliàn
1991,项目,xiàngmù
1992,橡皮,xiàngpí
1993,象棋,xiàngqí
1994,象征,xiàngzhēng
1995,消费,xiāofèi
1996,消化,xiāohuà
1997,消灭,xiāomiè
1998,消失,xiāoshī
1999,销售,xiāoshòu
2000,消息,xiāoxi
2001,小,xiǎo
2002,小吃,xiǎochī
2003,小伙子,xiǎohuǒzi
2004,小姐,xiǎojiě
2005,小麦,xiǎomài
2006,小气,xiǎoqi
2007,小时,xiǎoshí
2008,小说,xiǎoshuō
2009,小偷,xiǎotōu
2010,小心,xiǎoxīn
2011,笑,xiào
2012,笑话,xiàohua
2013,效果,xiàoguǒ
2014,效率,xiàolǜ
2015,孝顺,xiàoshun
2016,校长,xiàozhǎng
2017,些,xiē
2018,歇,xiē
2019,斜,xié
2020,鞋,xié
2021,协调,xiétiáo
2022,写,xiě
2023,谢谢,xièxie
2024,新,xīn
2025,新闻,xīnwén
2026,新鲜,xīnxiān
2027,辛苦,xīnkǔ
2028,心理,xīnlǐ
2029,心情,xīnqíng
2030,心脏,xīnzàng
2031,欣赏,xīnshǎng
2032,信,xìn
2033,信封,xìnfēng
2034,信号,xìnhào
2035,信任,xìnrèn
2036,信息,xìnxī
2037,信心,xìnxīn
2038,信用卡,xìnyòngkǎ
2039,兴奋,xīngfèn
2040,星期,xīngqī
2041,行,xíng
2042,行动,xíngdòng
2043,行李箱,xínglixiāng
2044,行人,xíngrén
2045,行为,xíngwéi
2046,形成,xíngchéng
2047,形容,xíngróng
2048,形式,xíngshì
2049,形势,xíngshì
2050,形象,xíngxiàng
2051,形状,xíngzhuàng
2052,醒,xǐng
2053,姓,xìng
2054,性别,xìngbié
2055,性格,xìnggé
2056,性质,xìngzhì
2057,幸福,xìngfú
2058,幸亏,xìngkuī
2059,幸运,xìngyùn
2060,兴趣,xìngqù
2061,胸,xiōng
2062,兄弟,xiōngdì
2063,熊猫,xióngmāo
2064,雄伟,xióngwěi
2065,修,xiū
2066,修改,xiūgǎi
2067,休息,xiūxi
2068,休闲,xiūxián
2069,虚心,xūxīn
2070,需要,xūyào
2071,许多,xǔduō
2072,叙述,xùshù
2073,宣布,xuānbù
2074,宣传,xuānchuán
2075,选举,xuǎnjǔ
2076,选择,xuǎnzé
2077,学期,xuéqī
2078,学生,xuésheng
2079,学术,xuéshù
2080,学问,xuéwen
2081,学习,xuéxí
2082,学校,xuéxiào
2083,雪,xuě
2084,血,xuè
2085,询问,xúnwèn
2086,寻找,xúnzhǎo
2087,训练,xùnliàn
2088,迅速,xùnsù
2089,压力,yālì
2090,牙膏,yágāo
2091,亚洲,Yàzhōu
2092,呀,ya
2093,盐,yán
2094,延长,yáncháng
2095,严格,yángé
2096,严肃,yánsù
2097,严重,yánzhòng
2098,研究生,yánjiūshēng
2099,颜色,yánsè
2100,演出,yǎnchū
2101,演员,yǎnyuán
2102,眼镜,yǎnjìng
2103,眼睛,yǎnjing
2104,宴会,yànhuì
2105,阳光,yángguāng
2106,羊肉,yángròu
2107,阳台,yángtái
2108,痒,yǎng
2109,养成,yǎngchéng
2110,样式,yàngshì
2111,样子,yàngzi
2112,腰,yāo
2113,邀请,yāoqǐng
2114,要求,yāoqiú
2115,摇,yáo
2116,咬,yǎo
2117,药,yào
2118,要,yào
2119,要不,yàobù
2120,要是,yàoshi
2121,钥匙,yàoshi
2122,爷爷,yéye
2123,也,yě
2124,也许,yěxǔ
2125,页,yè
2126,夜,yè
2127,液体,yètǐ
2128,业务,yèwù
2129,业余,yèyú
2130,叶子,yèzi
2131,一,yī
2132,衣服,yīfu
2133,依然,yīrán
2134,医生,yīshēng
2135,医院,yīyuàn
2136,一辈子,yíbèizi
2137,一旦,yídàn
2138,一定,yídìng
2139,一共,yígòng
2140,一会儿,yíhuìr
2141,一路平安,yílù píng'ān
2142,一切,yíqiè
2143,一样,yíyàng
2144,一致,yízhì
2145,移动,yídòng
2146,移民,yímín
2147,遗憾,yíhàn
2148,疑问,yíwèn
2149,乙,yǐ
2150,以,yǐ
2151,以后,yǐhòu
2152,以及,yǐjí
2153,以来,yǐlái
2154,以前,yǐqián
2155,以为,yǐwéi
2156,已经,yǐjīng
2157,椅子,yǐzi
2158,亿,yì
2159,一般,yìbān
2160,一边,yìbiān
2161,一起,yìqǐ
2162,一直,yìzhí
2163,意见,yìjiàn
2164,意思,yìsi
2165,意外,yìwài
2166,意义,yìyì
2167,议论,yìlùn
2168,艺术,yìshù
2169,义务,yìwù
2170,阴,yīn
2171,因此,yīncǐ
2172,因而,yīn'ér
2173,因素,yīnsù
2174,因为,yīnwèi
2175,音乐,yīnyuè
2176,银,yín
2177,银行,yínháng
2178,饮料,yǐnliào
2179,引起,yǐnqǐ
2180,印象,yìnxiàng
2181,应该,yīnggāi
2182,英俊,yīngjùn
2183,英雄,yīngxióng
2184,赢,yíng
2185,迎接,yíngjiē
2186,营养,yíngyǎng
2187,营业,yíngyè
2188,影响,yǐngxiǎng
2189,影子,yǐngzi
2190,硬,yìng
2191,硬币,yìngbì
2192,硬件,yìngjiàn
2193,应付,yìngfu
2194,应聘,yìngpìn
2195,应用,yìngyòng
2196,拥抱,yōngbào
2197,拥挤,yōngjǐ
2198,勇敢,yǒnggǎn
2199,勇气,yǒngqì
2200,永远,yǒngyuǎn
2201,用,yòng
2202,用途,yòngtú
2203,优点,yōudiǎn
2204,优惠,yōuhuì
2205,优美,yōuměi
2206,优势,yōushì
2207,优秀,yōuxiù
2208,悠久,yōujiǔ
2209,幽默,yōumò
2210,由,yóu
2211,由于,yóuyú
2212,邮局,yóujú
2213,游览,yóulǎn
2214,游戏,yóuxì
2215,游泳,yóuyǒng
2216,尤其,yóuqí
2217,犹豫,yóuyù
2218,油炸,yóuzhá
2219,有,yǒu
2220,有利,yǒulì
2221,有名,yǒumíng
2222,有趣,yǒuqù
2223,友好,yǒuhǎo
2224,友谊,yǒuyì
2225,又,yòu
2226,右边,yòubian
2227,幼儿园,yòu'éryuán
2228,鱼,yú
2229,愉快,yúkuài
2230,娱乐,yúlè
2231,于是,yúshì
2232,与,yǔ
2233,与其,yǔqí
2234,语法,yǔfǎ
2235,语气,yǔqì
2236,语言,yǔyán
2237,羽毛球,yǔmáoqiú
2238,宇宙,yǔzhòu
2239,预报,yùbào
2240,预订,yùdìng
2241,预防,yùfáng
2242,预习,yùxí
2243,遇到,yùdào
2244,玉米,yùmǐ
2245,圆,yuán
2246,元,yuán
2247,元旦,Yuándàn
2248,缘故,yuángù
2249,原来,yuánlái
2250,原谅,yuánliàng
2251,原料,yuánliào
2252,原因,yuányīn
2253,原则,yuánzé
2254,远,yuǎn
2255,愿望,yuànwàng
2256,愿意,yuànyì
2257,约会,yuēhuì
2258,越,yuè
2259,月,yuè
2260,月亮,yuèliang
2261,阅读,yuèdú
2262,晕,yūn
2263,云,yún
2264,允许,yǔnxǔ
2265,运动,yùndòng
2266,运气,yùnqi
2267,运输,yùnshū
2268,运用,yùnyòng
2269,杂志,zázhì
2270,灾害,zāihài
2271,在,zài
2272,再,zài
2273,再见,zàijiàn
2274,再三,zàisān
2275,咱们,zánmen
2276,赞成,zànchéng
2277,赞美,zànměi
2278,暂时,zànshí
2279,脏,zāng
2280,糟糕,zāogāo
2281,早上,zǎoshang
2282,造成,zàochéng
2283,则,zé
2284,责备,zébèi
2285,责任,zérèn
2286,怎么,zěnme
2287,怎么样,zěnmeyàng
2288,增加,zēngjiā
2289,增长,zēngzhǎng
2290,摘,zhāi
2291,窄,zhǎi
2292,粘贴,zhāntiē
2293,展开,zhǎnkāi
2294,展览,zhǎnlǎn
2295,站,zhàn
2296,占线,zhànxiàn
2297,战争,zhànzhēng
2298,张,zhāng
2299,长,zhǎng
2300,涨,zhǎng
2301,掌握,zhǎngwò
2302,丈夫,zhàngfu
2303,账户,zhànghù
2304,招待,zhāodài
2305,招聘,zhāopìn
2306,着急,zháojí
2307,着凉,zháoliáng
2308,找,zhǎo
2309,召开,zhàokāi
2310,照常,zhàocháng
2311,照顾,zhàogù
2312,照片,zhàopiàn
2313,照相机,zhàoxiàngjī
2314,哲学,zhéxué
2315,这（这儿）,zhè (zhèr)
2316,着,zhe
2317,真,zhēn
2318,真理,zhēnlǐ
2319,真实,zhēnshí
2320,真正,zhēnzhèng
2321,针对,zhēnduì
2322,珍惜,zhēnxī
2323,诊断,zhěnduàn
2324,枕头,zhěntou
2325,阵,zhèn
2326,振动,zhèndòng
2327,睁,zhēng
2328,争论,zhēnglùn
2329,争取,zhēngqǔ
2330,征求,zhēngqiú
2331,整个,zhěnggè
2332,整理,zhěnglǐ
2333,整齐,zhěngqí
2334,整体,zhěngtǐ
2335,正,zhèng
2336,正常,zhèngcháng
2337,正好,zhènghǎo
2338,正确,zhèngquè
2339,正式,zhèngshì
2340,正在,zhèngzài
2341,政策,zhèngcè
2342,政府,zhèngfǔ
2343,政治,zhèngzhì
2344,证件,zhèngjiàn
2345,证据,zhèngjù
2346,证明,zhèngmíng
2347,挣钱,zhèngqián
2348,只,zhī
2349,之,zhī
2350,支,zhī
2351,支持,zhīchí
2352,支票,zhīpiào
2353,知道,zhīdào
2354,知识,zhīshi
2355,直,zhí
2356,直接,zhíjiē
2357,值得,zhíde
2358,植物,zhíwù
2359,执行,zhíxíng
2360,执照,zhízhào
2361,职业,zhíyè
2362,指,zhǐ
2363,指导,zhǐdǎo
2364,指挥,zhǐhuī
2365,只,zhǐ
2366,只好,zhǐhǎo
2367,只要,zhǐyào
2368,制定,zhìdìng
2369,制度,zhìdù
2370,制造,zhìzào
2371,制作,zhìzuò
2372,智慧,zhìhuì
2373,至今,zhìjīn
2374,至少,zhìshǎo
2375,至于,zhìyú
2376,质量,zhìliàng
2377,治疗,zhìliáo
2378,秩序,zhìxù
2379,志愿者,zhìyuànzhě
2380,钟,zhōng
2381,中国,Zhōngguó
2382,中间,zhōngjiān
2383,中介,zhōngjiè
