n,character,pinyin
3406,双胞胎,shuāngbāotāi
3407,双方,shuāngfāng
3408,爽快,shuǎngkuài
3409,水,shuǐ
3410,水果,shuǐguǒ
3411,水利,shuǐlì
3412,水龙头,shuǐlóngtóu
3413,水泥,shuǐní
3414,水平,shuǐpíng
3415,税,shuì
3416,睡觉,shuìjiào
3417,顺便,shùnbiàn
3418,顺利,shùnlì
3419,顺序,shùnxù
3420,说不定,shuōbudìng
3421,说服,shuōfú
3422,说话,shuōhuà
3423,说明,shuōmíng
3424,硕士,shuòshì
3425,撕,sī
3426,丝绸,sīchóu
3427,丝毫,sīháo
3428,司法,sīfǎ
3429,司机,sījī
3430,司令,sīlìng
3431,思考,sīkǎo
3432,思念,sīniàn
3433,思索,sīsuǒ
3434,思维,sīwéi
3435,思想,sīxiǎng
3436,思绪,sīxù
3437,私人,sīrén
3438,私自,sīzì
3439,斯文,sīwen
3440,死,sǐ
3441,死亡,sǐwáng
3442,四,sì
3443,四肢,sìzhī
3444,似乎,sìhū
3445,寺庙,sìmiào
3446,肆无忌惮,sìwújìdàn
3447,饲养,sìyǎng
3448,耸,sǒng
3449,送,sòng
3450,艘,sōu
3451,搜索,sōusuǒ
3452,苏醒,sūxǐng
3453,俗话,súhuà
3454,速度,sùdù
3455,塑料袋,sùliàodài
3456,塑造,sùzào
3457,宿舍,sùshè
3458,素食主义,sùshí zhǔyì
3459,素质,sùzhì
3460,诉讼,sùsòng
3461,酸,suān
3462,算,suàn
3463,算了,suànle
3464,算数,suànshù
3465,虽然,suīrán
3466,随便,suíbiàn
3467,随即,suíjí
3468,随身,suíshēn
3469,随时,suíshí
3470,随手,suíshǒu
3471,随意,suíyì
3472,随着,suízhe
3473,碎,suì
3474,岁,suì
3475,岁月,suìyuè
3476,隧道,suìdào
3477,孙子,sūnzi
3478,损坏,sǔnhuài
3479,损失,sǔnshī
3480,缩短,suōduǎn
3481,缩小,suōxiǎo
3482,锁,suǒ
3483,所,suǒ
3484,所谓,suǒwèi
3485,所以,suǒyǐ
3486,所有,suǒyǒu
3487,索赔,suǒpéi
3488,索性,suǒxìng
3489,他,tā
3490,她,tā
3491,它,tā
3492,塌,tā
3493,踏实,tāshi
3494,塔,tǎ
3495,抬,tái
3496,台,tái
3497,台风,táifēng
3498,台阶,táijiē
3499,太,tài
3500,太极拳,tàijíquán
3501,太空,tàikōng
3502,太太,tàitai
3503,太阳,tàiyáng
3504,泰斗,tàidǒu
3505,态度,tàidu
3506,瘫痪,tānhuàn
3507,贪婪,tānlán
3508,贪污,tānwū
3509,摊儿,tānr
3510,谈,tán
3511,谈判,tánpàn
3512,弹钢琴,tán gāngqín
3513,弹性,tánxìng
3514,坦白,tǎnbái
3515,坦率,tǎnshuài
3516,探测,tàncè
3517,探索,tànsuǒ
3518,探讨,tàntǎo
3519,探望,tànwàng
3520,叹气,tànqì
3521,汤,tāng
3522,糖,táng
3523,糖葫芦,tánghúlu
3524,躺,tǎng
3525,倘若,tǎngruò
3526,烫,tàng
3527,趟,tàng
3528,掏,tāo
3529,滔滔不绝,tāotāo-bùjué
3530,桃,táo
3531,逃,táo
3532,逃避,táobì
3533,陶瓷,táocí
3534,淘气,táoqì
3535,淘汰,táotài
3536,讨价还价,tǎojià-huánjià
3537,讨论,tǎolùn
3538,讨厌,tǎoyàn
3539,套,tào
3540,特别,tèbié
3541,特长,tècháng
3542,特点,tèdiǎn
3543,特定,tèdìng
3544,特色,tèsè
3545,特殊,tèshū
3546,特意,tèyì
3547,特征,tèzhēng
3548,疼,téng
3549,疼爱,téng'ài
3550,踢足球,tī zúqiú
3551,提,tí
3552,提拔,tíbá
3553,提倡,tíchàng
3554,提纲,tígāng
3555,提高,tígāo
3556,提供,tígōng
3557,提炼,tíliàn
3558,提前,tíqián
3559,提示,tíshì
3560,提问,tíwèn
3561,提醒,tíxǐng
3562,提议,tíyì
3563,题,tí
3564,题材,tícái
3565,题目,tímù
3566,体会,tǐhuì
3567,体积,tǐjī
3568,体谅,tǐliàng
3569,体面,tǐmiàn
3570,体贴,tǐtiē
3571,体系,tǐxì
3572,体现,tǐxiàn
3573,体验,tǐyàn
3574,体育,tǐyù
3575,天才,tiāncái
3576,天空,tiānkōng
3577,天伦之乐,tiānlúnzhīlè
3578,天气,tiānqì
3579,天然气,tiānránqì
3580,天生,tiānshēng
3581,天堂,tiāntáng
3582,天文,tiānwén
3583,天真,tiānzhēn
3584,甜,tián
3585,田径,tiánjìng
3586,田野,tiányě
3587,填空,tiánkòng
3588,舔,tiǎn
3589,挑剔,tiāoti
3590,条,tiáo
3591,条件,tiáojiàn
3592,条款,tiáokuǎn
3593,条理,tiáolǐ
3594,条约,tiáoyuē
3595,调和,tiáohé
3596,调剂,tiáojì
3597,调节,tiáojié
3598,调解,tiáojiě
3599,调料,tiáoliào
3600,调皮,tiáopí
3601,调整,tiáozhěng
3602,挑拨,tiǎobō
3603,挑衅,tiǎoxìn
3604,挑战,tiǎozhàn
3605,跳舞,tiàowǔ
3606,跳跃,tiàoyuè
3607,听,tīng
3608,停泊,tíngbó
3609,停顿,tíngdùn
3610,停止,tíngzhǐ
3611,停滞,tíngzhì
3612,亭子,tíngzi
3613,挺,tǐng
3614,挺拔,tǐngbá
3615,通常,tōngcháng
3616,通过,tōngguò
3617,通货膨胀,tōnghuò péngzhàng
3618,通俗,tōngsú
3619,通讯,tōngxùn
3620,通用,tōngyòng
3621,通知,tōngzhī
3622,铜,tóng
3623,铜矿,tóngkuàng
3624,同胞,tóngbāo
3625,同情,tóngqíng
3626,同时,tóngshí
3627,同事,tóngshì
3628,同学,tóngxué
3629,同意,tóngyì
3630,同志,tóngzhì
3631,童话,tónghuà
3632,统筹兼顾,tǒngchóu-jiāngù
3633,统计,tǒngjì
3634,统统,tǒngtǒng
3635,统一,tǒngyī
3636,统治,tǒngzhì
3637,痛苦,tòngkǔ
3638,痛快,tòngkuài
3639,头发,tóufa
3640,投机,tóujī
3641,投票,tóupiào
3642,投降,tóuxiáng
3643,投掷,tóuzhì
3644,投资,tóuzī
3645,透明,tòumíng
3646,秃,tū
3647,突出,tūchū
3648,突破,tūpò
3649,突然,tūrán
3650,图案,tú'àn
3651,图书馆,túshūguǎn
3652,徒弟,túdì
3653,途径,tújìng
3654,涂抹,túmǒ
3655,土地,tǔdì
3656,土豆,tǔdòu
3657,土壤,tǔrǎng
3658,吐,tù
3659,兔子,tùzi
3660,团,tuán
3661,团结,tuánjié
3662,团体,tuántǐ
3663,团圆,tuányuán
3664,推,tuī
3665,推测,tuīcè
3666,推迟,tuīchí
3667,推辞,tuīcí
3668,推翻,tuīfān
3669,推广,tuīguǎng
3670,推荐,tuījiàn
3671,推理,tuīlǐ
3672,推论,tuīlùn
3673,推销,tuīxiāo
3674,腿,tuǐ
3675,退,tuì
3676,退步,tuìbù
3677,退休,tuìxiū
3678,吞咽,tūnyàn
3679,脱,tuō
3680,脱离,tuōlí
3681,拖延,tuōyán
3682,托运,tuōyùn
3683,妥当,tuǒdang
3684,妥善,tuǒshàn
3685,妥协,tuǒxié
3686,椭圆,tuǒyuán
3687,唾沫,tuòmo
3688,挖掘,wājué
3689,娃娃,wáwa
3690,瓦解,wǎjiě
3691,袜子,wàzi
3692,哇,wa
3693,歪,wāi
3694,歪曲,wāiqū
3695,外,wài
3696,外表,wàibiǎo
3697,外行,wàiháng
3698,外交,wàijiāo
3699,外界,wàijiè
3700,外向,wàixiàng
3701,弯,wān
3702,丸,wán
3703,完,wán
3704,完备,wánbèi
3705,完毕,wánbì
3706,完成,wánchéng
3707,完美,wánměi
3708,完全,wánquán
3709,完善,wánshàn
3710,完整,wánzhěng
3711,玩,wán
3712,玩具,wánjù
3713,玩弄,wánnòng
3714,玩意儿,wányìr
3715,顽固,wángù
3716,顽强,wánqiáng
3717,碗,wǎn
3718,挽回,wǎnhuí
3719,挽救,wǎnjiù
3720,晚上,wǎnshang
3721,惋惜,wǎnxī
3722,万,wàn
3723,万分,wànfēn
3724,万一,wànyī
3725,王子,wángzǐ
3726,往,wǎng
3727,往常,wǎngcháng
3728,往返,wǎngfǎn
3729,往事,wǎngshì
3730,往往,wǎngwǎng
3731,网络,wǎngluò
3732,网球,wǎngqiú
3733,网站,wǎngzhàn
3734,忘记,wàngjì
3735,妄想,wàngxiǎng
3736,微不足道,wēibùzúdào
3737,微观,wēiguān
3738,微笑,wēixiào
3739,威风,wēifēng
3740,威力,wēilì
3741,威望,wēiwàng
3742,威胁,wēixié
3743,威信,wēixìn
3744,危害,wēihài
3745,危机,wēijī
3746,危险,wēixiǎn
3747,违背,wéibèi
3748,违反,wéifǎn
3749,维持,wéichí
3750,维护,wéihù
3751,维生素,wéishēngsù
3752,维修,wéixiū
3753,唯独,wéidú
3754,围巾,wéijīn
3755,围绕,wéirào
3756,为难,wéinán
3757,为期,wéiqī
3758,为首,wéishǒu
3759,唯一,wéiyī
3760,尾巴,wěiba
3761,伟大,wěidà
3762,委屈,wěiqu
3763,委托,wěituō
3764,委员,wěiyuán
3765,伪造,wěizào
3766,喂,wèi
3767,胃,wèi
3768,胃口,wèikǒu
3769,为,wèi
3770,为了,wèile
3771,为什么,wèi shénme
3772,位,wèi
3773,位于,wèiyú
3774,位置,wèizhì
3775,未必,wèibì
3776,未来,wèilái
3777,未免,wèimiǎn
3778,味道,wèidào
3779,畏惧,wèijù
3780,卫生间,wèishēngjiān
3781,卫星,wèixīng
3782,慰问,wèiwèn
3783,温带,wēndài
3784,温度,wēndù
3785,温和,wēnhé
3786,温暖,wēnnuǎn
3787,温柔,wēnróu
3788,闻,wén
3789,文化,wénhuà
3790,文件,wénjiàn
3791,文具,wénjù
3792,文明,wénmíng
3793,文凭,wénpíng
3794,文物,wénwù
3795,文献,wénxiàn
3796,文学,wénxué
3797,文雅,wényǎ
3798,文艺,wényì
3799,文章,wénzhāng
3800,吻,wěn
3801,稳定,wěndìng
3802,问,wèn
3803,问候,wènhòu
3804,问世,wènshì
3805,问题,wèntí
3806,窝,wō
3807,我,wǒ
3808,我们,wǒmen
3809,卧室,wòshì
3810,握手,wòshǒu
3811,乌黑,wūhēi
3812,污蔑,wūmiè
3813,污染,wūrǎn
3814,诬陷,wūxiàn
3815,屋子,wūzi
3816,无,wú
3817,无比,wúbǐ
3818,无偿,wúcháng
3819,无耻,wúchǐ
3820,无从,wúcóng
3821,无动于衷,wúdòngyúzhōng
3822,无非,wúfēi
3823,无精打采,wújīng-dǎcǎi
3824,无可奉告,wúkěfènggào
3825,无可奈何,wúkěnàihé
3826,无赖,wúlài
3827,无理取闹,wúlǐ-qǔnào
3828,无聊,wúliáo
3829,无论,wúlùn
3830,无奈,wúnài
3831,无能为力,wúnéng-wéilì
3832,无穷无尽,wúqióng-wújìn
3833,无数,wúshù
3834,无微不至,wúwēibúzhì
3835,无忧无虑,wúyōu-wúlǜ
3836,无知,wúzhī
3837,五,wǔ
3838,舞蹈,wǔdǎo
3839,武器,wǔqì
3840,武术,wǔshù
3841,武侠,wǔxiá
3842,武装,wǔzhuāng
3843,侮辱,wǔrǔ
3844,勿,wù
3845,雾,wù
3846,务必,wùbì
3847,务实,wùshí
3848,误差,wùchā
3849,误会,wùhuì
3850,误解,wùjiě
3851,物理,wùlǐ
3852,物美价廉,wùměi-jiàlián
3853,物质,wùzhì
3854,物资,wùzī
3855,溪,xī
3856,西,xī
3857,西瓜,xīguā
3858,西红柿,xīhóngshì
3859,膝盖,xīgài
3860,熄灭,xīmiè
3861,吸取,xīqǔ
3862,吸收,xīshōu
3863,吸引,xīyǐn
3864,昔日,xīrì
3865,牺牲,xīshēng
3866,希望,xīwàng
3867,夕阳,xīyáng
3868,媳妇,xífu
3869,习惯,xíguàn
3870,习俗,xísú
3871,袭击,xíjī
3872,洗,xǐ
3873,洗手间,xǐshǒujiān
3874,洗衣机,xǐyījī
3875,洗澡,xǐzǎo
3876,喜欢,xǐhuan
3877,喜闻乐见,xǐwén-lèjiàn
3878,喜悦,xǐyuè
3879,系,xì
3880,系列,xìliè
3881,系统,xìtǒng
3882,细胞,xìbāo
3883,细节,xìjié
3884,细菌,xìjūn
3885,细致,xìzhì
3886,戏剧,xìjù
3887,瞎,xiā
3888,霞,xiá
3889,狭隘,xiá'ài
3890,狭窄,xiázhǎi
3891,峡谷,xiágǔ
3892,吓,xià
3893,夏,xià
3894,夏令营,xiàlìngyíng
3895,下,xià
3896,下属,xiàshǔ
3897,下午,xiàwǔ
3898,下雨,xià yǔ
3899,下载,xiàzài
3900,先,xiān
3901,先进,xiānjìn
3902,先前,xiānqián
3903,先生,xiānsheng
3904,鲜明,xiānmíng
3905,鲜艳,xiānyàn
3906,掀起,xiānqǐ
3907,纤维,xiānwéi
3908,弦,xián
3909,咸,xián
3910,嫌,xián
3911,嫌疑,xiányí
3912,闲话,xiánhuà
3913,贤惠,xiánhuì
3914,衔接,xiánjiē
3915,显得,xiǎnde
3916,显然,xiǎnrán
3917,显示,xiǎnshì
3918,显著,xiǎnzhù
3919,县,xiàn
3920,现场,xiànchǎng
3921,现成,xiànchéng
3922,现代,xiàndài
3923,现金,xiànjīn
3924,现实,xiànshí
3925,现象,xiànxiàng
3926,现在,xiànzài
3927,现状,xiànzhuàng
3928,宪法,xiànfǎ
3929,陷害,xiànhài
3930,陷入,xiànrù
3931,羡慕,xiànmù
3932,馅儿,xiànr
3933,线索,xiànsuǒ
3934,限制,xiànzhì
3935,香,xiāng
3936,香蕉,xiāngjiāo
3937,相差,xiāngchà
3938,相处,xiāngchǔ
3939,相当,xiāngdāng
3940,相等,xiāngděng
3941,相对,xiāngduì
3942,相反,xiāngfǎn
3943,相辅相成,xiāngfǔ-xiāngchéng
3944,相关,xiāngguān
3945,相似,xiāngsì
3946,相同,xiāngtóng
3947,相信,xiāngxìn
3948,相应,xiāngyìng
3949,镶嵌,xiāngqiàn
3950,乡镇,xiāngzhèn
3951,详细,xiángxì
3952,想,xiǎng
3953,想方设法,xiǎngfāng-shèfǎ
3954,想念,xiǎngniàn
3955,想象,xiǎngxiàng
3956,响,xiǎng
3957,响亮,xiǎngliàng
3958,响应,xiǎngyìng
3959,享受,xiǎngshòu
3960,巷,xiàng
3961,像,xiàng
3962,向,xiàng
3963,向导,xiàngdǎo
3964,向来,xiànglái
3965,向往,xiàngwǎng
3966,项,xiàng
3967,项链,xiàngliàn
3968,项目,xiàngmù
3969,橡皮,xiàngpí
3970,象棋,xiàngqí
3971,象征,xiàngzhēng
3972,消除,xiāochú
3973,消毒,xiāodú
3974,消防,xiāofáng
3975,消费,xiāofèi
3976,消耗,xiāohào
3977,消化,xiāohuà
3978,消极,xiāojí
3979,消灭,xiāomiè
3980,消失,xiāoshī
3981,消息,xiāoxi
3982,销毁,xiāohuǐ
3983,销售,xiāoshòu
3984,小,xiǎo
3985,小吃,xiǎochī
3986,小伙子,xiǎohuǒzi
3987,小姐,xiǎojiě
3988,小麦,xiǎomài
3989,小气,xiǎoqi
3990,小时,xiǎoshí
3991,小说,xiǎoshuō
3992,小偷,xiǎotōu
3993,小心,xiǎoxīn
3994,小心翼翼,xiǎoxīn-yìyì
3995,笑,xiào
3996,笑话,xiàohua
3997,效果,xiàoguǒ
3998,效率,xiàolǜ
3999,效益,xiàoyì
4000,孝顺,xiàoshun
4001,肖像,xiàoxiàng
4002,校长,xiàozhǎng
4003,些,xiē
4004,歇,xiē
4005,斜,xié
4006,鞋,xié
4007,携带,xiédài
4008,协会,xiéhuì
4009,协商,xiéshāng
4010,协调,xiétiáo
4011,协议,xiéyì
4012,协助,xiézhù
4013,写,xiě
4014,写作,xiězuò
4015,屑,xiè
4016,谢绝,xièjué
4017,谢谢,xièxie
4018,泄露,xièlòu
4019,泄气,xièqì
4020,新,xīn
4021,新陈代谢,xīnchén-dàixiè
4022,新郎,xīnláng
4023,新娘,xīnniáng
4024,新闻,xīnwén
4025,新鲜,xīnxiān
4026,新颖,xīnyǐng
4027,心得,xīndé
4028,心理,xīnlǐ
4029,心灵,xīnlíng
4030,心情,xīnqíng
4031,心态,xīntài
4032,心疼,xīnténg
4033,心血,xīnxuè
4034,心眼儿,xīnyǎnr
4035,心脏,xīnzàng
4036,辛苦,xīnkǔ
4037,辛勤,xīnqín
4038,欣赏,xīnshǎng
4039,欣慰,xīnwèi
4040,欣欣向荣,xīnxīn-xiàngróng
4041,薪水,xīnshui
4042,信,xìn
4043,信封,xìnfēng
4044,信号,xìnhào
4045,信赖,xìnlài
4046,信念,xìnniàn
4047,信任,xìnrèn
4048,信息,xìnxī
4049,信心,xìnxīn
4050,信仰,xìnyǎng
4051,信用卡,xìnyòngkǎ
4052,信誉,xìnyù
4053,腥,xīng
4054,兴奋,xīngfèn
4055,兴隆,xīnglóng
4056,兴旺,xīngwàng
4057,星期,xīngqī
4058,行,xíng
4059,行动,xíngdòng
4060,行李箱,xínglixiāng
4061,行人,xíngrén
4062,行为,xíngwéi
4063,行政,xíngzhèng
4064,形成,xíngchéng
4065,形容,xíngróng
4066,形式,xíngshì
4067,形势,xíngshì
4068,形态,xíngtài
4069,形象,xíngxiàng
4070,形状,xíngzhuàng
4071,刑事,xíngshì
4072,醒,xǐng
4073,姓,xìng
4074,性别,xìngbié
4075,性感,xìnggǎn
4076,性格,xìnggé
4077,性命,xìngmìng
4078,性能,xìngnéng
4079,性情,xìngqíng
4080,性质,xìngzhì
4081,幸福,xìngfú
4082,幸好,xìnghǎo
4083,幸亏,xìngkuī
4084,幸运,xìngyùn
4085,兴高采烈,xìnggāo-cǎiliè
4086,兴趣,xìngqù
4087,兴致勃勃,xìngzhì-bóbó
4088,胸,xiōng
4089,胸怀,xiōnghuái
4090,胸膛,xiōngtáng
4091,凶恶,xiōng'è
4092,凶手,xiōngshǒu
4093,兄弟,xiōngdì
4094,雄厚,xiónghòu
4095,雄伟,xióngwěi
4096,熊猫,xióngmāo
4097,修,xiū
4098,修复,xiūfù
4099,修改,xiūgǎi
4100,修建,xiūjiàn
4101,修理,xiūlǐ
4102,羞耻,xiūchǐ
4103,休息,xiūxi
4104,休闲,xiūxián
4105,休养,xiūyǎng
4106,绣,xiù
4107,嗅觉,xiùjué
4108,虚假,xūjiǎ
4109,虚荣,xūróng
4110,虚伪,xūwěi
4111,虚心,xūxīn
4112,需求,xūqiú
4113,需要,xūyào
4114,须知,xūzhī
4115,许多,xǔduō
4116,许可,xǔkě
4117,酗酒,xùjiǔ
4118,畜牧,xùmù
4119,叙述,xùshù
4120,序言,xùyán
4121,宣布,xuānbù
4122,宣传,xuānchuán
4123,宣誓,xuānshì
4124,宣扬,xuānyáng
4125,悬挂,xuánguà
4126,悬念,xuánniàn
4127,悬崖峭壁,xuányá-qiàobì
4128,旋律,xuánlǜ
4129,旋转,xuánzhuǎn
4130,选拔,xuǎnbá
4131,选举,xuǎnjǔ
4132,选手,xuǎnshǒu
4133,选择,xuǎnzé
4134,削弱,xuēruò
4135,学历,xuélì
4136,学期,xuéqī
4137,学生,xuésheng
4138,学术,xuéshù
4139,学说,xuéshuō
4140,学位,xuéwèi
4141,学问,xuéwen
4142,学习,xuéxí
4143,学校,xuéxiào
4144,雪,xuě
4145,雪上加霜,xuěshàng-jiāshuāng
4146,血,xuè
4147,血压,xuèyā
4148,熏陶,xūntáo
4149,循环,xúnhuán
4150,循序渐进,xúnxù-jiànjìn
4151,巡逻,xúnluó
4152,寻觅,xúnmì
4153,寻找,xúnzhǎo
4154,询问,xúnwèn
4155,训练,xùnliàn
4156,迅速,xùnsù
4157,押金,yājīn
4158,压力,yālì
4159,压迫,yāpò
4160,压岁钱,yāsuìqián
4161,压缩,yāsuō
4162,压抑,yāyì
4163,压榨,yāzhà
4164,压制,yāzhì
4165,牙膏,yágāo
4166,亚军,yàjūn
4167,亚洲,Yàzhōu
4168,呀,ya
4169,烟花爆竹,yānhuā bàozhú
4170,淹没,yānmò
4171,盐,yán
4172,延长,yáncháng
4173,延期,yánqī
4174,延伸,yánshēn
4175,延续,yánxù
4176,严格,yángé
4177,严寒,yánhán
4178,严禁,yánjìn
4179,严峻,yánjùn
4180,严厉,yánlì
4181,严密,yánmì
4182,严肃,yánsù
4183,严重,yánzhòng
4184,沿海,yánhǎi
4185,研究生,yánjiūshēng
4186,言论,yánlùn
4187,炎热,yánrè
4188,颜色,yánsè
4189,岩石,yánshí
4190,演变,yǎnbiàn
4191,演出,yǎnchū
4192,演讲,yǎnjiǎng
4193,演习,yǎnxí
4194,演绎,yǎnyì
4195,演员,yǎnyuán
4196,演奏,yǎnzòu
4197,掩盖,yǎngài
4198,掩护,yǎnhù
4199,掩饰,yǎnshì
4200,眼光,yǎnguāng
4201,眼镜,yǎnjìng
4202,眼睛,yǎnjing
4203,眼色,yǎnsè
4204,眼神,yǎnshén
4205,眼下,yǎnxià
4206,宴会,yànhuì
4207,验收,yànshōu
4208,验证,yànzhèng
4209,厌恶,yànwù
4210,阳光,yángguāng
4211,阳台,yángtái
4212,羊肉,yángròu
4213,痒,yǎng
4214,养成,yǎngchéng
4215,氧气,yǎngqì
4216,样品,yàngpǐn
4217,样式,yàngshì
4218,样子,yàngzi
4219,腰,yāo
4220,邀请,yāoqǐng
4221,要求,yāoqiú
4222,摇,yáo
4223,摇摆,yáobǎi
4224,摇滚,yáogǔn
4225,摇晃,yáohuàng
4226,遥控,yáokòng
4227,遥远,yáoyuǎn
4228,谣言,yáoyán
4229,咬,yǎo
4230,咬牙切齿,yǎoyá-qièchǐ
4231,药,yào
4232,要,yào
4233,要不,yàobù
4234,要不然,yàoburán
4235,要点,yàodiǎn
4236,要命,yàomìng
4237,要是,yàoshi
4238,要素,yàosù
4239,钥匙,yàoshi
4240,耀眼,yàoyǎn
4241,爷爷,yéye
4242,也,yě
4243,也许,yěxǔ
4244,野蛮,yěmán
4245,野心,yěxīn
4246,页,yè
4247,夜,yè
4248,液体,yètǐ
4249,业务,yèwù
4250,业余,yèyú
4251,叶子,yèzi
4252,一,yī
4253,一流,yīliú
4254,依次,yīcì
4255,依旧,yījiù
4256,依据,yījù
4257,依靠,yīkào
4258,依赖,yīlài
4259,依然,yīrán
4260,依托,yītuō
4261,衣服,yīfu
4262,衣裳,yīshang
4263,医生,yīshēng
4264,医院,yīyuàn
4265,一辈子,yíbèizi
4266,一旦,yídàn
4267,一定,yídìng
4268,一度,yídù
4269,一共,yígòng
4270,一贯,yíguàn
4271,一会儿,yíhuìr
4272,一路平安,yílù píng'ān
4273,一律,yílǜ
4274,一目了然,yímù-liǎorán
4275,一切,yíqiè
4276,一向,yíxiàng
4277,一样,yíyàng
4278,一再,yízài
4279,一致,yízhì
4280,遗产,yíchǎn
4281,遗传,yíchuán
4282,遗憾,yíhàn
4283,遗留,yíliú
4284,遗失,yíshī
4285,移动,yídòng
4286,移民,yímín
4287,疑惑,yíhuò
4288,疑问,yíwèn
4289,仪器,yíqì
4290,仪式,yíshì
4291,乙,yǐ
4292,以,yǐ
4293,以便,yǐbiàn
4294,以后,yǐhòu
4295,以及,yǐjí
4296,以来,yǐlái
4297,以免,yǐmiǎn
4298,以前,yǐqián
4299,以往,yǐwǎng
4300,以为,yǐwéi
4301,以至,yǐzhì
4302,以致,yǐzhì
4303,已经,yǐjīng
4304,椅子,yǐzi
4305,亿,yì
4306,亦,yì
4307,翼,yì
4308,一般,yìbān
4309,一边,yìbiān
4310,一帆风顺,yìfān-fēngshùn
4311,一举两得,yìjǔ-liǎngdé
4312,一起,yìqǐ
4313,一如既往,yìrú-jìwǎng
4314,一丝不苟,yìsī-bùgǒu
4315,一直,yìzhí
4316,异常,yìcháng
4317,意见,yìjiàn
4318,意料,yìliào
4319,意识,yìshí
4320,意思,yìsi
4321,意图,yìtú
4322,意外,yìwài
4323,意味着,yìwèizhe
4324,意向,yìxiàng
4325,意义,yìyì
4326,意志,yìzhì
4327,毅力,yìlì
4328,毅然,yìrán
4329,议论,yìlùn
4330,艺术,yìshù
4331,义务,yìwù
4332,抑制,yìzhì
4333,阴,yīn
4334,阴谋,yīnmóu
4335,因此,yīncǐ
4336,因而,yīn'ér
4337,因素,yīnsù
4338,因为,yīnwèi
4339,音响,yīnxiǎng
4340,音乐,yīnyuè
4341,银,yín
4342,银行,yínháng
4343,隐蔽,yǐnbì
4344,隐患,yǐnhuàn
4345,隐瞒,yǐnmán
4346,隐私,yǐnsī
4347,隐约,yǐnyuē
4348,引导,yǐndǎo
4349,引起,yǐnqǐ
4350,引擎,yǐnqíng
4351,引用,yǐnyòng
4352,饮料,yǐnliào
4353,饮食,yǐnshí
4354,印刷,yìnshuā
4355,印象,yìnxiàng
4356,婴儿,yīng'ér
4357,应该,yīnggāi
4358,英俊,yīngjùn
4359,英明,yīngmíng
4360,英雄,yīngxióng
4361,英勇,yīngyǒng
4362,赢,yíng
4363,迎接,yíngjiē
4364,迎面,yíngmiàn
4365,盈利,yínglì
4366,荧屏,yíngpíng
4367,营养,yíngyǎng
4368,营业,yíngyè
4369,影响,yǐngxiǎng
4370,影子,yǐngzi
4371,硬,yìng
4372,硬币,yìngbì
4373,硬件,yìngjiàn
4374,应酬,yìngchou
4375,应付,yìngfu
4376,应聘,yìngpìn
4377,应邀,yìngyāo
4378,应用,yìngyòng
4379,拥抱,yōngbào
4380,拥护,yōnghù
4381,拥挤,yōngjǐ
4382,拥有,yōngyǒu
4383,庸俗,yōngsú
4384,勇敢,yǒnggǎn
4385,勇气,yǒngqì
4386,勇于,yǒngyú
4387,永恒,yǒnghéng
4388,永远,yǒngyuǎn
4389,涌现,yǒngxiàn
4390,踊跃,yǒngyuè
4391,用,yòng
4392,用功,yònggōng
4393,用户,yònghù
4394,用途,yòngtú
4395,优点,yōudiǎn
4396,优惠,yōuhuì
4397,优美,yōuměi
4398,优胜劣汰,yōushèng-liètài
4399,优势,yōushì
4400,优先,yōuxiān
4401,优秀,yōuxiù
4402,优异,yōuyì
4403,优越,yōuyuè
4404,悠久,yōujiǔ
4405,幽默,yōumò
4406,忧郁,yōuyù
4407,由,yóu
4408,由于,yóuyú
4409,邮局,yóujú
4410,游览,yóulǎn
4411,游戏,yóuxì
4412,游泳,yóuyǒng
4413,油腻,yóunì
4414,油漆,yóuqī
4415,油炸,yóuzhá
4416,尤其,yóuqí
4417,犹如,yóurú
4418,犹豫,yóuyù
4419,有,yǒu
4420,有利,yǒulì
4421,有名,yǒumíng
4422,有趣,yǒuqù
4423,有条不紊,yǒutiáo-bùwěn
4424,友好,yǒuhǎo
4425,友谊,yǒuyì
4426,又,yòu
4427,右边,yòubian
4428,幼儿园,yòu'éryuán
4429,幼稚,yòuzhì
4430,诱惑,yòuhuò
4431,鱼,yú
4432,愚蠢,yúchǔn
4433,愚昧,yúmèi
4434,愉快,yúkuài
4435,娱乐,yúlè
4436,舆论,yúlùn
4437,渔民,yúmín
4438,于是,yúshì
4439,与,yǔ
4440,与其,yǔqí
4441,与日俱增,yǔrì-jùzēng
4442,语法,yǔfǎ
4443,语气,yǔqì
4444,语言,yǔyán
4445,羽毛球,yǔmáoqiú
4446,羽绒服,yǔróngfú
4447,予以,yǔyǐ
4448,宇宙,yǔzhòu
4449,愈,yù
4450,预报,yùbào
4451,预订,yùdìng
4452,预防,yùfáng
4453,预料,yùliào
4454,预期,yùqī
4455,预赛,yùsài
4456,预算,yùsuàn
4457,预习,yùxí
4458,预先,yùxiān
4459,预言,yùyán
4460,预兆,yùzhào
4461,遇到,yùdào
4462,玉米,yùmǐ
4463,欲望,yùwàng
4464,寓言,yùyán
4465,冤枉,yuānwang
4466,元,yuán
4467,元旦,Yuándàn
4468,元首,yuánshǒu
4469,元素,yuánsù
4470,元宵节,Yuánxiāojié
4471,圆,yuán
4472,圆满,yuánmǎn
4473,原告,yuángào
4474,原来,yuánlái
4475,原理,yuánlǐ
4476,原谅,yuánliàng
4477,原料,yuánliào
